Module	SampleName	Cultivar	Stage	Year	Eigengene	Fitted	Residual	Standardized_residual	Cooks_D	Leverage	Abs_standardized_residual_over_3	Cooks_D_over_4_per_N
M6	GSM2627739	Cabernet Sauvignon	Harvest	2012	-4.89957638831408	-2.04069856955011	-2.85887781876397	-0.763498411173686	0.0126723874753205	0.148148148148148	FALSE	FALSE
M6	GSM2627740	Cabernet Sauvignon	Harvest	2012	-5.57376464112068	-2.0406985695501	-3.53306607157058	-0.943548659026654	0.0193540015641521	0.148148148148148	FALSE	FALSE
M6	GSM2627741	Cabernet Sauvignon	Harvest	2012	-4.87918968720922	-2.0406985695501	-2.83849111765912	-0.758053892418645	0.0124922979089361	0.148148148148148	FALSE	FALSE
M6	GSM2627742	Cabernet Sauvignon	FruitSet	2013	10.455768884651	9.79689002789044	0.658878856760565	0.175961685732383	0.000673098148821342	0.148148148148148	FALSE	FALSE
M6	GSM2627743	Cabernet Sauvignon	FruitSet	2013	10.6360686902178	9.79689002789044	0.839178662327364	0.224112961796601	0.00109188303576619	0.148148148148148	FALSE	FALSE
M6	GSM2627744	Cabernet Sauvignon	FruitSet	2013	11.1964340685945	9.79689002789043	1.39954404070407	0.37376541397881	0.00303696923232068	0.148148148148148	FALSE	FALSE
M6	GSM2627754	Cabernet Sauvignon	Veraison	2013	-0.789340084811616	-2.15189137015902	1.3625512853474	0.363886044614239	0.00287854464054339	0.148148148148148	FALSE	FALSE
M6	GSM2627755	Cabernet Sauvignon	Veraison	2013	-2.07011261929014	-2.15189137015902	0.0817787508688803	0.0218400191663852	1.03692703736538e-05	0.148148148148148	FALSE	FALSE
M6	GSM2627756	Cabernet Sauvignon	Veraison	2013	-2.64993474213184	-2.15189137015902	-0.498043371972819	-0.133008595435965	0.000384593183909746	0.148148148148148	FALSE	FALSE
M6	GSM2627781	Cabernet Sauvignon	Harvest	2013	-4.93245704293569	-5.5160430121184	0.583585969182711	0.155853795964913	0.000528052298188536	0.148148148148148	FALSE	FALSE
M6	GSM2627782	Cabernet Sauvignon	Harvest	2013	-4.35244549941488	-5.5160430121184	1.16359751270352	0.310752997684557	0.00209929186021604	0.148148148148148	FALSE	FALSE
